"# 文本key","文本value"
"T_JZT_QueMen_D","Большая птичья дверь"
"T_JZT_ZhongXingChuang","Окно в форме колокола"
"T_JZT_LiuLiWaWD","Плитка Люли"
"Build_Deal_Confirm","Доставить материалы"
"Build_Deal_Cancel","Выйти из режима строительства"
"Build_Deal_Other_Item","Здание\\nМатериалы"
"carriage_deal_other_item","Вагоны\\nРасходные материалы"
"Btn_Name_41003","Модифицированная каретка"
"Btn_Name_41004","Одомашнивание"
"Btn_Name_40005","Открыть инвентарь"
"Btn_Name_40006","Попрошайничество"
"Btn_Name_40007","Следуй"
"Btn_Name_40008","Стоп"
"Btn_Name_41009","Изменить имя"
"Btn_Name_41010","Кормить"
"Btn_Name_41011","Выпустить"
"Btn_Name_41012","Разборка кареты"
"Btn_Name_41013","Gather"
"Btn_Name_41014","Stop Gathering"
"delete_carriage_desc","После разборки предметы в карете возвращаются в ваш рюкзак. Продолжить?"
"MessageTitle","Советы"
"MessageTips","Перезаписать чертежи ?"
"MessageTips_2","Сброс настроек Мини-мира очистит все его данные, сохранив только Карму, Родословную, Культиватора, прогресс в испытаниях и Нефриты Удачи! ! ! Продолжать? \\n (Чтобы удалить персонажа, запустите игру с этим персонажем и выберите Вернуть в карму в системном меню. )"
"MessageTips_3","Возвращаясь к Карме, вы отказываетесь от текущего персонажа и передаете Кунг-фу и родословную. Продолжить?"
"MessageTips_4","<MgRed>При перезапуске маленького мира все содержимое будет удалено! !! Продолжить? </>"
"MessageTips_5","Удаление данных приведет к удалению всех данных и возврату игры в исходное состояние! ! ! Продолжить?"
"MessageTips_ExitCombat","Битва проиграна! Хотите признать поражение?"
"MessageTips_XinWu","Если вы отрубите этому человеку голову, последствия могут быть очень серьезными!"
"MessageTips_Bookshelf","This may cause serious consequences!"
"MessageTips_Steal","Если вы попытаетесь украсть и вас разоблачат, последствия могут быть серьезными, пожалуйста, подумайте дважды……"
"MessageTips_BreakDoor","Если вас поймают за вскрытием замка, это может привести к серьезным последствиям. Пожалуйста, подумайте дважды, прежде чем сделать это…"
"MessageTips_MarkHater","Пометив как врага измененит отношения. Хотите продолжить?"
"MessageTips_PostStation","Перемещение от конюшни{0} . Это будет стоить {1}. Переместиться в зону {2}"
"MessageTips_PlayTogether","Хотите сыграть вместе ?"
"MessageTips_Gan_Ji","Спасиьбо что помогли в строительстве. Если Вам понадобится помощь просто найдите меня, я обязательно помогу!"
"MessageTips_Judge_Sect","Предать свою секту и присоединиться к их? Ты заплатишь за предательство своей секты. Пожалуйста, подумайте дважды…"
"MessageTips_Lack_Res","В текущем мини-мире нет {0} ресурсов. Осваивайте больше территорий!"
"MessageTips_Deal_1","Другая сторона получает больше прибыли в этом обмене. Продолжить?"
"MessageTips_Deal_2","Другая сторона получает больше выгоды от этого обмена. Отдать им товар бесплатно?"
"MessageTips_Buy_Building","Другая сторона готова заплатить {0} монет, чтобы купить ваш {1}, согласны ли вы продать его?"
"Message_teleport_tips","Эта функция добавлена временно для решения потенциальных проблем, которые могут возникнуть в игре. Если вы не застряли, мы рекомендуем не использовать эту функцию, так как из-за нее вы можете пропустить множество интересных сценариев. Перемещаемся?"
"Message_tips_givebuilding","Подарите это {0} пользователю {1}?"
"Message_tips_Spilt_Entry","Do you want to decompose all unequipped secrets in the current category?"
"MAIL_DESC_11","{0} доставил товар в {1}"
"MAIL_DESC_12","{0} приглашает вас присоединиться к {1}!"
"MAIL_DESC_14","{0} хочет присоединиться к вашей секте!"
"MAIL_DESC_15","Вы нарушили правила Секты! наказание неминуемо!"
"MAIL_DESC_15_0","Как Мастер Секты, ты добровольно нарушил правила секты. Хотя твои ученики ничего не говорят, в глубине души они презирают тебя!"
"MAIL_DESC_18","[{0}] связал себя узами с [{1}]"
"MAIL_DESC_20","Потому что {0}, {1}!"
"MAIL_DESC_21","Доход от работы вашей секты {0}: {1}\\n Хранится на складе \\n"
"MAIL_DESC_22","{0} будет выпущен на волю."
"MAIL_DESC_23","{0} торг с вашим {1}:\\nКупил: {2}\\nПродал: {3}"
"MAIL_DESC_24","Ваша секта получила налоговые поступления: {0} \\n Хранится на складе \\n"
"MAIL_DESC_25","Императорская награда, получить: \\n {0}"
"MAIL_DESC_26","Ваше значение греха {0} {1}"
"MAIL_DESC_27","Уровень розыска достиг {0} уровня"
"MAIL_DESC_28","[{0}]Убит"
"MAIL_DESC_29","[{0}]неудача убийства"
"MAIL_DESC_30","Черный ворон приходит, черный ворон уходит, звук черного ворона развернет голову совы! Старый лорд умирает, новый лорд живет!\\nХотя вы стали новым лордом особняка, однажды вы также столкнетесь с вызовы от нас, Черных Воронят！"
"MAIL_DESC_31","Черный ворон приходит, черный ворон уходит, звук черного ворона развернет голову совы! Старый лорд умирает, новый лорд живет!\\nНовый лорд уже появился！"
"MAIL_DESC_32","Начало:\\nШаг черной птицы ночной занавеской приведет одинокую душу на другую сторону. Тихо, уже не вставать. Словно призраки, уходят такие, как текущая вода.\\nПосле окончания дела , Синьи приближается, пожалуйста, дождитесь хорошего голоса.\\n\\nВосьмисторонняя черная птица"
